Date,Model,Asset,Internal_Asset,Price_Basis,Shares,Price,Position_Value,Dividend_Per_Share,Dividend_Income,Year,Month
2013-05-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,625.5457127996128,5.849612236022949,3659.1998557843126,0.052,32.52837706557987,2013,2013-05
2013-06-10,MWM Growth Plus,AVUV,AVUV,Adjusted Close,195.12328467942118,31.491050846705658,6144.637279215875,0.06671903516647376,13.018437292324172,2013,2013-06
2013-06-21,MWM Growth Plus,XLF,XLF,Adjusted Close,155.6148068099312,12.223275184631348,1902.1226064410332,0.062551,9.733861780768006,2013,2013-06
2013-06-21,MWM Growth Plus,XLG,XLG,Adjusted Close,2558.2707557110775,9.3638916015625,23955.37004392591,0.0642,164.24098251665117,2013,2013-06
2013-06-21,MWM Growth Plus,XLV,XLV,Adjusted Close,78.45547264644557,38.265655517578125,3002.1500897576598,0.212,16.63256020104646,2013,2013-06
2013-06-24,MWM Growth Plus,VEU,VEU,Adjusted Close,359.0610235226957,29.42,10563.575312037707,0.605,217.23191923123088,2013,2013-06
2013-06-24,MWM Growth Plus,VOO,VOO,Adjusted Close,235.0065529580758,114.69,26952.90155876171,0.738,173.43483608305993,2013,2013-06
2013-06-26,MWM Growth Plus,IMCB,IMCB,Adjusted Close,221.89475966740773,22.796905517578125,5058.513870983599,0.11075,24.574844633165405,2013,2013-06
2013-06-28,MWM Growth Plus,JBND,JBND,Adjusted Close,47.2948513298198,38.76184747645417,1833.235813668051,0.13341492205159727,6.309838903609791,2013,2013-06
2013-06-28,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,625.5457127996128,5.664605617523193,3543.469758742237,0.059,36.90719705517716,2013,2013-06
2013-07-31,MWM Growth Plus,JBND,JBND,Adjusted Close,47.2948513298198,38.7486236378732,1832.6103941883543,0.13341492205159727,6.309838903609791,2013,2013-07
2013-07-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,625.5457127996128,5.704643249511719,3568.515127783308,0.056,35.030559916778316,2013,2013-07
2013-08-30,MWM Growth Plus,JBND,JBND,Adjusted Close,47.2948513298198,38.602181154497046,1825.6844187087095,0.13341492205159727,6.309838903609791,2013,2013-08
2013-08-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,625.5457127996128,5.663714408874512,3542.9122669928443,0.052,32.52837706557987,2013,2013-08
2013-09-10,MWM Growth Plus,AVUV,AVUV,Adjusted Close,195.12328467942118,33.08755790584232,6456.152980608503,0.06361582422849824,12.412928581053281,2013,2013-09
2013-09-20,MWM Growth Plus,XLF,XLF,Adjusted Close,155.6148068099312,13.112259864807129,2040.461785703576,0.0658,10.239454288093473,2013,2013-09
2013-09-20,MWM Growth Plus,XLG,XLG,Adjusted Close,2558.2707557110775,9.9163179397583,25368.626189616785,0.0675,172.68327601049774,2013,2013-09
2013-09-20,MWM Growth Plus,XLV,XLV,Adjusted Close,78.45547264644557,41.87665557861328,3285.4528062725167,0.213,16.711015673692906,2013,2013-09
2013-09-23,MWM Growth Plus,VEU,VEU,Adjusted Close,359.0610235226957,33.75,12118.309543890979,0.221,79.35248619851575,2013,2013-09
2013-09-23,MWM Growth Plus,VOO,VOO,Adjusted Close,235.0065529580758,124.81,29331.16787469744,0.786,184.71515062504758,2013,2013-09
2013-09-24,MWM Growth Plus,IMCB,IMCB,Adjusted Close,221.89475966740773,24.75440788269043,5492.8733878385765,0.0835,18.528212432228546,2013,2013-09
2013-09-30,MWM Growth Plus,JBND,JBND,Adjusted Close,47.2948513298198,38.8890735035101,1839.2529497029445,0.13341492205159727,6.309838903609791,2013,2013-09
2013-09-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,625.5457127996128,5.766360759735107,3607.1222517082147,0.059,36.90719705517716,2013,2013-09
2013-10-31,MWM Growth Plus,JBND,JBND,Adjusted Close,47.2948513298198,39.15660453034298,1851.9057898431197,0.15394029467491996,7.28058335031899,2013,2013-10
2013-10-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,625.5457127996128,5.84923791885376,3658.965703283899,0.056,35.030559916778316,2013,2013-10
2013-11-29,MWM Growth Plus,JBND,JBND,Adjusted Close,47.2948513298198,39.10972352363738,1849.688559600786,0.13341492205159727,6.309838903609791,2013,2013-11
2013-11-29,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,625.5457127996128,5.841788291931152,3654.3056211005055,0.054,33.779468491179095,2013,2013-11
2013-12-11,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,625.5457127996128,5.826595783233643,3644.8020124181076,0.018,11.25982283039303,2013,2013-12
2013-12-12,MWM Growth Plus,AVUV,AVUV,Adjusted Close,195.12328467942118,35.4538120594094,6917.864263438836,2.6579001683760364,518.6182112035189,2013,2013-12
2013-12-12,MWM Growth Plus,JBND,JBND,Adjusted Close,47.2948513298198,38.951488959262605,1842.2048794034422,0.3232746188173319,15.289225035669878,2013,2013-12
2013-12-20,MWM Growth Plus,VEU,VEU,Adjusted Close,359.0610235226957,34.19,12276.296394240964,0.387,138.95661610328324,2013,2013-12
2013-12-20,MWM Growth Plus,XLF,XLF,Adjusted Close,155.6148068099312,13.934813499450684,2168.4633106494393,0.082047,12.767728054334423,2013,2013-12
2013-12-20,MWM Growth Plus,XLG,XLG,Adjusted Close,2558.2707557110775,10.641267776489258,27223.24415628311,0.0649,166.03177204564892,2013,2013-12
2013-12-20,MWM Growth Plus,XLV,XLV,Adjusted Close,78.45547264644557,44.798545837402344,3514.6910875468575,0.225,17.652481345450255,2013,2013-12
2013-12-23,MWM Growth Plus,IMCB,IMCB,Adjusted Close,221.89475966740773,26.56525421142578,5894.690698747915,0.112,24.852213082749667,2013,2013-12
2013-12-24,MWM Growth Plus,VOO,VOO,Adjusted Close,235.0065529580758,135.09,31747.03523910646,0.914,214.7959894036813,2013,2013-12
2013-12-31,MWM Growth Plus,JBND,JBND,Adjusted Close,47.2948513298198,38.85682153422682,1837.7275976105977,0.1642029809865813,7.7659555736735895,2013,2013-12
2013-12-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,625.5457127996128,5.853333950042725,3661.5279580336496,0.056,35.030559916778316,2013,2013-12
2014-01-31,MWM Growth Plus,JBND,JBND,Adjusted Close,53.40621441074277,39.40571586308528,2104.51011039274,0.11288954942827463,6.029003481498579,2014,2014-01
2014-01-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,661.7290810318915,5.93653678894043,3928.3790338575664,0.054,35.73337037572214,2014,2014-01
2014-02-28,MWM Growth Plus,JBND,JBND,Adjusted Close,53.40621441074277,39.585537855021194,2114.1137222498364,0.1180208925841053,6.303049094293969,2014,2014-02
2014-02-28,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,661.7290810318915,6.010977745056152,3977.638779339159,0.055,36.39509945675403,2014,2014-02
2014-03-21,MWM Growth Plus,XLF,XLF,Adjusted Close,127.36317950145155,14.497764587402344,1846.4813935151124,0.067425,8.587462377885371,2014,2014-03
2014-03-21,MWM Growth Plus,XLG,XLG,Adjusted Close,2203.8957264241794,10.785029411315918,23769.080228958235,0.0755,166.39412734502554,2014,2014-03
2014-03-21,MWM Growth Plus,XLV,XLV,Adjusted Close,61.541063583610295,47.63059997558594,2931.237781623041,0.205,12.61591803464011,2014,2014-03
2014-03-24,MWM Growth Plus,VOO,VOO,Adjusted Close,196.9121794357758,137.54,27083.3011595966,0.779,153.39458778046935,2014,2014-03
2014-03-25,MWM Growth Plus,IMCB,IMCB,Adjusted Close,185.15912421278088,27.93271827697754,5171.997653047499,0.09325,17.266088332841818,2014,2014-03
2014-03-25,MWM Growth Plus,VEU,VEU,Adjusted Close,348.9333266988585,34.43,12013.774438241697,0.394,137.47973071935024,2014,2014-03
2014-03-31,MWM Growth Plus,JBND,JBND,Adjusted Close,53.40621441074277,39.503903528517455,2109.753941905301,0.13341492205159727,7.125185932680138,2014,2014-03
2014-03-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,661.7290810318915,6.035226345062256,3993.684783137508,0.06,39.703744861913485,2014,2014-03
2014-04-30,MWM Growth Plus,JBND,JBND,Adjusted Close,53.40621441074277,39.783504295913836,2124.68636043828,0.11288954942827463,6.029003481498579,2014,2014-04
2014-04-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,661.7290810318915,6.086672782897949,4027.7283871688855,0.056,37.056828537785925,2014,2014-04
2014-05-30,MWM Growth Plus,JBND,JBND,Adjusted Close,53.40621441074277,40.17621149788458,2145.659365467373,0.12828357889576664,6.851140319884749,2014,2014-05
2014-05-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,661.7290810318915,6.195704460144043,4099.877818756309,0.054,35.73337037572214,2014,2014-05
2014-06-09,MWM Growth Plus,AVUV,AVUV,Adjusted Close,151.9934669487479,38.85597235558312,5905.853949989785,0.065167429697486,9.90502357185969,2014,2014-06
2014-06-20,MWM Growth Plus,XLF,XLF,Adjusted Close,127.36317950145155,14.834548950195312,1889.3753207667953,0.073111,9.311649416530624,2014,2014-06
2014-06-20,MWM Growth Plus,XLG,XLG,Adjusted Close,2203.8957264241794,11.394368171691895,25111.999318895458,0.0648,142.8124430722868,2014,2014-06
2014-06-20,MWM Growth Plus,XLV,XLV,Adjusted Close,61.541063583610295,49.863861083984375,3068.6750454937933,0.226,13.908280369895927,2014,2014-06
2014-06-23,MWM Growth Plus,VOO,VOO,Adjusted Close,196.9121794357758,146.0,28749.178197623267,0.809,159.30195316354263,2014,2014-06
2014-06-24,MWM Growth Plus,IMCB,IMCB,Adjusted Close,185.15912421278088,29.144987106323242,5396.460287799602,0.121,22.404254029746486,2014,2014-06
2014-06-24,MWM Growth Plus,VEU,VEU,Adjusted Close,348.9333266988585,36.82,12847.72508905197,0.61,212.84932928630366,2014,2014-06
2014-06-30,MWM Growth Plus,JBND,JBND,Adjusted Close,53.40621441074277,40.23804024690436,2148.9614048942713,0.14367760836325863,7.673277158270919,2014,2014-06
2014-06-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,661.7290810318915,6.233377456665039,4124.807136123865,0.057,37.71855761881782,2014,2014-06
2014-07-31,MWM Growth Plus,JBND,JBND,Adjusted Close,53.40621441074277,40.124803433056044,2142.913855334699,0.13854626520742797,7.399231545475529,2014,2014-07
2014-07-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,661.7290810318915,6.246209621429443,4133.298552721065,0.056,37.056828537785925,2014,2014-07
2014-08-29,MWM Growth Plus,JBND,JBND,Adjusted Close,53.40621441074277,40.516764575848136,2163.847016167333,0.12315223573993596,6.577094707089358,2014,2014-08
2014-08-29,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,661.7290810318915,6.31233024597168,4177.052492836653,0.054,35.73337037572214,2014,2014-08
2014-09-09,MWM Growth Plus,AVUV,AVUV,Adjusted Close,151.9934669487479,38.33840211309182,5827.186654444028,0.09464793360825347,14.38586756865336,2014,2014-09
2014-09-19,MWM Growth Plus,XLF,XLF,Adjusted Close,127.36317950145155,15.430876731872559,1965.325523066257,0.07961,10.139382720110559,2014,2014-09
2014-09-19,MWM Growth Plus,XLG,XLG,Adjusted Close,2203.8957264241794,11.915543556213379,26260.615521559834,0.0697,153.6115321317653,2014,2014-09
2014-09-19,MWM Growth Plus,XLV,XLV,Adjusted Close,61.541063583610295,53.50525665283203,3292.770401729324,0.231,14.215985687813978,2014,2014-09
2014-09-22,MWM Growth Plus,VOO,VOO,Adjusted Close,196.9121794357758,149.15,29369.451562845963,0.876,172.49506918573962,2014,2014-09
2014-09-24,MWM Growth Plus,IMCB,IMCB,Adjusted Close,185.15912421278088,29.55264663696289,5471.942169469833,0.102,18.88623066970365,2014,2014-09
2014-09-24,MWM Growth Plus,VEU,VEU,Adjusted Close,348.9333266988585,35.89,12523.217095222031,0.268,93.51413155529407,2014,2014-09
2014-09-30,MWM Growth Plus,JBND,JBND,Adjusted Close,53.40621441074277,40.25483744336369,2149.8584795698775,0.12315223573993596,6.577094707089358,2014,2014-09
2014-09-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,661.7290810318915,6.281315326690674,4156.529018802555,0.057,37.71855761881782,2014,2014-09
2014-10-31,MWM Growth Plus,JBND,JBND,Adjusted Close,53.40621441074277,40.57924039237562,2167.183613020286,0.12315223573993596,6.577094707089358,2014,2014-10
2014-10-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,661.7290810318915,6.339173316955566,4194.815333530894,0.056,37.056828537785925,2014,2014-10
2014-11-28,MWM Growth Plus,JBND,JBND,Adjusted Close,53.40621441074277,40.866509392624494,2182.525562841137,0.1180208925841053,6.303049094293969,2014,2014-11
2014-11-28,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,661.7290810318915,6.352248668670654,4203.467674005488,0.056,37.056828537785925,2014,2014-11
2014-12-10,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,661.7290810318915,6.261455535888672,4143.38721768566,0.029,19.190143349924853,2014,2014-12
2014-12-12,MWM Growth Plus,JBND,JBND,Adjusted Close,53.40621441074277,40.95335647565486,2187.163736778404,0.07697014733745998,4.110684191930849,2014,2014-12
2014-12-16,MWM Growth Plus,AVUV,AVUV,Adjusted Close,151.9934669487479,36.29432523863338,5516.500323585329,2.2839632503499856,347.1474928042254,2014,2014-12
2014-12-19,MWM Growth Plus,XLF,XLF,Adjusted Close,127.36317950145155,16.1851863861084,2061.396798958374,0.102356,13.036385601050576,2014,2014-12
2014-12-19,MWM Growth Plus,XLG,XLG,Adjusted Close,2203.8957264241794,12.183518409729004,26851.204156012067,0.0688,151.62802597798355,2014,2014-12
2014-12-19,MWM Growth Plus,XLV,XLV,Adjusted Close,61.541063583610295,58.28067398071289,3586.654663142714,0.26,16.000676531738677,2014,2014-12
2014-12-22,MWM Growth Plus,VEU,VEU,Adjusted Close,348.9333266988585,34.01,11867.222441028176,0.379,132.24573081886737,2014,2014-12
2014-12-24,MWM Growth Plus,IMCB,IMCB,Adjusted Close,185.15912421278088,31.35919189453125,5806.440507211943,0.2,37.031824842556176,2014,2014-12
2014-12-29,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,661.7290810318915,6.249295234680176,4135.340392741891,0.106,70.14328258938049,2014,2014-12
2014-12-30,MWM Growth Plus,JBND,JBND,Adjusted Close,53.40621441074277,40.845827376687936,2181.421014663583,0.1488089515190893,7.947322771066309,2014,2014-12
2014-12-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,661.7290810318915,6.277807235717773,4154.207612986881,0.056,37.056828537785925,2014,2014-12
2015-01-29,MWM Growth Plus,JBND,JBND,Adjusted Close,48.3693900525711,41.54502244965879,2009.5073956103688,0.10775820627244397,5.212198710557256,2015,2015-01
2015-01-30,MWM Growth Plus,JPIE,JPIE,Adjusted Close,99.06337041972698,28.520031069439884,2825.2904022140456,0.25085752398051553,24.850791820657353,2015,2015-01
2015-01-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,587.9017627426998,6.280919075012207,3692.563395843924,0.056,32.92249871359119,2015,2015-01
2015-02-25,MWM Growth Plus,JBND,JBND,Adjusted Close,48.3693900525711,41.33247525996381,1999.2266176874343,0.09749551996078264,4.715798833361327,2015,2015-02
2015-02-27,MWM Growth Plus,JPIE,JPIE,Adjusted Close,99.06337041972698,28.8203254497385,2855.03857564453,0.22950794747153547,22.73583081464396,2015,2015-02
2015-02-27,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,587.9017627426998,6.360864162445068,3739.5632536683224,0.056,32.92249871359119,2015,2015-02
2015-03-09,MWM Growth Plus,AVUV,AVUV,Adjusted Close,139.9697864595847,38.60078296289895,5402.943348489741,0.007758027344938809,1.085889430818704,2015,2015-03
2015-03-20,MWM Growth Plus,XLF,XLF,Adjusted Close,105.48075799288235,16.26534652709961,1715.6810806953633,0.073924,7.797559553865835,2015,2015-03
2015-03-20,MWM Growth Plus,XLG,XLG,Adjusted Close,1885.4979241301482,12.257377624511719,23111.260066296174,0.0833,157.06197708004134,2015,2015-03
2015-03-20,MWM Growth Plus,XLV,XLV,Adjusted Close,46.86090824190094,62.17060852050781,2913.371181222661,0.208,9.747068914315394,2015,2015-03
2015-03-23,MWM Growth Plus,VOO,VOO,Adjusted Close,165.22768100529217,158.97,26266.244449411297,0.984,162.58403810920748,2015,2015-03
2015-03-25,MWM Growth Plus,IMCB,IMCB,Adjusted Close,152.57736675814445,31.969316482543945,4877.7941259643,0.098,14.952581942298156,2015,2015-03
2015-03-25,MWM Growth Plus,VEU,VEU,Adjusted Close,348.218351696444,35.49,12358.2693017068,0.162,56.411372974823934,2015,2015-03
2015-03-27,MWM Growth Plus,JBND,JBND,Adjusted Close,48.3693900525711,41.47229495910999,2005.989611252469,0.1026268631166133,4.963998771959291,2015,2015-03
2015-03-31,MWM Growth Plus,JPIE,JPIE,Adjusted Close,99.06337041972698,28.829661713990795,2855.963457448491,0.22950794747153547,22.73583081464396,2015,2015-03
2015-03-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,587.9017627426998,6.400095462799072,3762.62740430113,0.056,32.92249871359119,2015,2015-03
2015-04-28,MWM Growth Plus,JBND,JBND,Adjusted Close,48.3693900525711,41.510636123372485,2007.8441499817516,0.10775820627244397,5.212198710557256,2015,2015-04
2015-04-30,MWM Growth Plus,JPIE,JPIE,Adjusted Close,99.06337041972698,29.044508092402424,2877.246863816419,0.22950794747153547,22.73583081464396,2015,2015-04
2015-04-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,587.9017627426998,6.454908847808838,3794.8522899702652,0.056,32.92249871359119,2015,2015-04
2015-05-27,MWM Growth Plus,JBND,JBND,Adjusted Close,48.3693900525711,41.23742394039919,1994.6290433364018,0.11288954942827463,5.46039864915522,2015,2015-05
2015-05-29,MWM Growth Plus,JPIE,JPIE,Adjusted Close,99.06337041972698,29.08354531540375,2881.1140226987573,0.22950794747153547,22.73583081464396,2015,2015-05
2015-05-29,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,587.9017627426998,6.5048112869262695,3824.1900218925634,0.056,32.92249871359119,2015,2015-05
2015-06-08,MWM Growth Plus,AVUV,AVUV,Adjusted Close,139.9697864595847,39.78149142027198,5568.20685913927,0.15205733596080068,21.2834328440466,2015,2015-06
2015-06-19,MWM Growth Plus,XLF,XLF,Adjusted Close,105.48075799288235,16.356292724609375,1725.2741545452636,0.089358,9.42554957272798,2015,2015-06
2015-06-19,MWM Growth Plus,XLG,XLG,Adjusted Close,1885.4979241301482,12.461791038513184,23496.68113406029,0.0749,141.2237945173481,2015,2015-06
2015-06-19,MWM Growth Plus,XLV,XLV,Adjusted Close,46.86090824190094,63.05940246582031,2955.020872739907,0.261,12.230697051136145,2015,2015-06
2015-06-22,MWM Growth Plus,VOO,VOO,Adjusted Close,165.22768100529217,161.16,26628.093070812887,0.902,149.03536826677353,2015,2015-06
2015-06-24,MWM Growth Plus,IMCB,IMCB,Adjusted Close,152.57736675814445,32.6973991394043,4988.8830605303265,0.1125,17.16495376029125,2015,2015-06
2015-06-26,MWM Growth Plus,JBND,JBND,Adjusted Close,48.3693900525711,40.76336972921357,1971.6993302895007,0.12828357889576664,6.204998464949115,2015,2015-06
2015-06-26,MWM Growth Plus,VEU,VEU,Adjusted Close,348.218351696444,36.29,12636.843983063953,0.557,193.95762189491933,2015,2015-06
2015-06-30,MWM Growth Plus,JPIE,JPIE,Adjusted Close,99.06337041972698,28.678226895269788,2840.9618139070876,0.22950794747153547,22.73583081464396,2015,2015-06
2015-06-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,587.9017627426998,6.466405868530273,3801.6114087186866,0.056,32.92249871359119,2015,2015-06
2015-07-29,MWM Growth Plus,JBND,JBND,Adjusted Close,48.3693900525711,41.12205759840985,1989.0488437417814,0.11288954942827463,5.46039864915522,2015,2015-07
2015-07-31,MWM Growth Plus,JPIE,JPIE,Adjusted Close,99.06337041972698,28.806846824392306,2853.703337589111,0.22950794747153547,22.73583081464396,2015,2015-07
2015-07-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,587.9017627426998,6.501091480255127,3822.003140993537,0.056,32.92249871359119,2015,2015-07
2015-08-27,MWM Growth Plus,JBND,JBND,Adjusted Close,48.3693900525711,41.23836556848876,1994.6745893127506,0.1180208925841053,5.708598587753185,2015,2015-08
2015-08-31,MWM Growth Plus,JPIE,JPIE,Adjusted Close,99.06337041972698,28.54731246052594,2827.992988764769,0.22950794747153547,22.73583081464396,2015,2015-08
2015-08-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,587.9017627426998,6.451778411865234,3793.0119011608676,0.056,32.92249871359119,2015,2015-08
2015-09-09,MWM Growth Plus,AVUV,AVUV,Adjusted Close,139.9697864595847,36.1466856972508,5059.443878265919,0.20946673831334786,29.31901463210501,2015,2015-09
2015-09-18,MWM Growth Plus,XLF,XLF,Adjusted Close,105.48075799288235,15.054417610168457,1587.9513806619652,0.091795,9.682606179956634,2015,2015-09
2015-09-18,MWM Growth Plus,XLG,XLG,Adjusted Close,1885.4979241301482,11.699435234069824,22059.260847333768,0.0759,143.10929244147823,2015,2015-09
